show_id,type,title,country,date_added,release_year,rating,listed_in
s742,Movie,Blind Intersections,"Lebanon, United Arab Emirates","June 10, 2021",2012,TV-MA,"Dramas, International Movies"
s743,Movie,Camellia Sisters,Vietnam,"June 10, 2021",2021,TV-MA,"Dramas, International Movies"
s744,Movie,Copenhagen,"Canada, United States, Denmark","June 10, 2021",2014,TV-MA,"Dramas, Independent Movies, Romantic Movies"
s745,TV Show,Locombianos,Colombia,"June 10, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows"
s746,Movie,Until Midnight,United Arab Emirates,"June 10, 2021",2019,TV-14,"International Movies, Thrillers"
s747,Movie,Awake,United States,"June 9, 2021",2021,TV-MA,"Dramas, Thrillers"
s748,Movie,Confusion Na Wa,Nigeria,"June 9, 2021",2013,TV-MA,"Comedies, Dramas, International Movies"
s749,TV Show,"Fresh, Fried & Crispy",United States,"June 9, 2021",2021,TV-PG,Reality TV
s750,TV Show,L.A.’s Finest,United States,"June 9, 2021",2021,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Comedies"
s751,Movie,Tragic Jungle,"Mexico, France, Colombia","June 9, 2021",2021,TV-MA,"Dramas, Independent Movies, International Movies"
s752,TV Show,Guru Aur Bhole,,"June 8, 2021",2018,TV-Y7,"Kids' TV, TV Comedies"
s753,Movie,Vampire Academy,"United States, United Kingdom","June 7, 2021",2014,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s754,TV Show,"Newly Rich, Newly Poor",Colombia,"June 6, 2021",2007,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s755,Movie,A Private War,"United Kingdom, United States","June 5, 2021",2018,R,"Dramas, Independent Movies"
s756,Movie,Kitty Love: An Homage to Cats,Netherlands,"June 5, 2021",2021,TV-G,"Children & Family Movies, Documentaries, International Movies"
s757,Movie,Small Chops,Nigeria,"June 5, 2021",2020,TV-MA,"Dramas, International Movies, Romantic Movies"
s758,Movie,Breaking Boundaries: The Science Of Our Planet,United States,"June 4, 2021",2021,TV-PG,Documentaries
s759,TV Show,Feel Good,United Kingdom,"June 4, 2021",2021,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas"
s760,Movie,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,,"June 4, 2021",2015,TV-G,Movies
s761,Movie,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,,"June 4, 2021",2015,TV-G,Movies
s762,TV Show,Human: The World Within,,"June 4, 2021",2021,TV-PG,"Docuseries, Science & Nature TV"
s763,Movie,Sweet & Sour,South Korea,"June 4, 2021",2021,TV-14,"Comedies, International Movies, Romantic Movies"
s764,TV Show,Sweet Tooth,United States,"June 4, 2021",2021,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s765,Movie,Trippin' with the Kandasamys,South Africa,"June 4, 2021",2021,TV-14,"Comedies, International Movies, Romantic Movies"
s766,Movie,Xtreme,Spain,"June 4, 2021",2021,TV-MA,"Action & Adventure, International Movies"
s767,Movie,Alan Saldaña: Locked Up,Mexico,"June 3, 2021",2021,TV-MA,Stand-Up Comedy
s768,TV Show,Creator's File: GOLD,Japan,"June 3, 2021",2021,TV-14,"International TV Shows, TV Comedies"
s769,Movie,Dancing Queens,Sweden,"June 3, 2021",2021,TV-MA,"Comedies, Dramas, International Movies"
s770,Movie,From Stress to Happiness,Argentina,"June 3, 2021",2020,TV-G,"Documentaries, International Movies"
s771,Movie,Myriam Fares: The Journey,United Arab Emirates,"June 3, 2021",2021,TV-14,"Documentaries, International Movies, Music & Musicals"
s772,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,,"June 3, 2021",2021,TV-14,TV Shows
s773,TV Show,Summertime,Italy,"June 3, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s774,Movie,The Girl and the Gun,Philippines,"June 3, 2021",2019,TV-MA,"Dramas, International Movies, Thrillers"
s775,Movie,2 Hearts,United States,"June 2, 2021",2020,PG-13,"Dramas, Faith & Spirituality, Romantic Movies"
s776,Movie,A Perfect Ending,United States,"June 2, 2021",2012,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
s777,Movie,American Outlaws,United States,"June 2, 2021",2001,PG-13,Action & Adventure
s778,Movie,And Then Came Lola,United States,"June 2, 2021",2009,TV-MA,"Comedies, Independent Movies, LGBTQ Movies"
s779,TV Show,Attack on Titan,Japan,"June 2, 2021",2013,TV-MA,"Anime Series, International TV Shows"
s780,Movie,Battlefield Earth,United States,"June 2, 2021",2000,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
s781,TV Show,Ben & Holly's Little Kingdom,United Kingdom,"June 2, 2021",2019,TV-Y,Kids' TV
s782,Movie,Black Holes | The Edge of All We Know,,"June 2, 2021",2021,TV-14,Documentaries
s783,Movie,Bliss,"Canada, United States","June 2, 2021",1997,R,"Dramas, Romantic Movies"
s784,Movie,Carnaval,Brazil,"June 2, 2021",2021,TV-MA,"Comedies, International Movies, Music & Musicals"
s785,Movie,Cloudburst,"United States, Canada","June 2, 2021",2011,TV-MA,"Comedies, Dramas, Independent Movies"
s786,TV Show,Cocomelon,United States,"June 2, 2021",2021,TV-Y,Kids' TV
s787,Movie,Company of Heroes,United States,"June 2, 2021",2013,R,"Action & Adventure, Dramas"
s788,Movie,Cradle 2 the Grave,United States,"June 2, 2021",2003,R,Action & Adventure
s789,Movie,Domestic Disturbance,United States,"June 2, 2021",2001,PG-13,Thrillers
s790,TV Show,Downton Abbey,United Kingdom,"June 2, 2021",2015,TV-14,"British TV Shows, International TV Shows, TV Dramas"
s791,Movie,Dream/Killer,United States,"June 2, 2021",2015,TV-MA,Documentaries
s792,Movie,Felon,United States,"June 2, 2021",2008,R,"Action & Adventure, Dramas"
s793,Movie,Flipped,United States,"June 2, 2021",2010,PG,"Comedies, Dramas, Romantic Movies"
s794,Movie,Fools Rush In,United States,"June 2, 2021",1997,PG-13,"Comedies, Romantic Movies"
s795,Movie,Gold Statue,Nigeria,"June 2, 2021",2019,TV-14,"Comedies, Dramas, International Movies"
s796,TV Show,Happy Endings,United States,"June 2, 2021",2012,TV-14,TV Comedies
s797,Movie,Hostel: Part III,United States,"June 2, 2021",2011,R,"Cult Movies, Horror Movies"
s798,Movie,I Am Sam,United States,"June 2, 2021",2001,PG-13,Dramas
s799,Movie,Love Jones,United States,"June 2, 2021",1997,R,"Comedies, Dramas, Independent Movies"
s800,Movie,Million Dollar Baby,United States,"June 2, 2021",2004,PG-13,"Dramas, Sports Movies"
s801,Movie,Mosquita y Mari,United States,"June 2, 2021",2012,TV-14,"Dramas, Independent Movies, LGBTQ Movies"
s802,Movie,Never Back Down 2: The Beatdown,United States,"June 2, 2021",2011,R,"Action & Adventure, Dramas, Sports Movies"
s803,Movie,Ninja Assassin,"Germany, United States, France","June 2, 2021",2009,R,Action & Adventure
s804,TV Show,Ouran High School Host Club,Japan,"June 2, 2021",2006,TV-PG,"Anime Series, Romantic TV Shows, Teen TV Shows"
s805,Movie,Population 436,"Canada, United States","June 2, 2021",2006,R,"Horror Movies, Thrillers"
s806,TV Show,Racket Boys,,"June 2, 2021",2021,TV-14,"International TV Shows, TV Comedies, TV Dramas"
s807,Movie,Seven Souls in the Skull Castle: Season Moon Jogen,,"June 2, 2021",2017,TV-14,"Action & Adventure, Dramas, International Movies"
s808,Movie,Seven Souls in the Skull Castle: Season Moon Kagen,,"June 2, 2021",2017,TV-PG,"Action & Adventure, Dramas, International Movies"
s809,Movie,Sniper: Legacy,"United States, Bulgaria","June 2, 2021",2014,R,Action & Adventure
s810,Movie,Starsky & Hutch,United States,"June 2, 2021",2004,PG-13,"Action & Adventure, Comedies"
s811,Movie,Streets of Fire,United States,"June 2, 2021",1984,PG,"Action & Adventure, Classic Movies, Cult Movies"
s812,Movie,Super Monsters: Once Upon a Rhyme,,"June 2, 2021",2021,TV-Y,Children & Family Movies
s813,Movie,Swordfish,United States,"June 2, 2021",2001,R,Action & Adventure
s814,TV Show,The Adventures of Sonic the Hedgehog,"United States, Canada","June 2, 2021",1993,TV-Y7,Kids' TV
s815,Movie,The Four Seasons,United States,"June 2, 2021",1981,PG,"Comedies, Romantic Movies"
s816,Movie,The Girl King,,"June 2, 2021",2015,TV-MA,"Dramas, International Movies, LGBTQ Movies"
s817,Movie,The Interpreter,"United Kingdom, France, Germany, United States","June 2, 2021",2005,PG-13,Thrillers
s818,Movie,The Meddler,United States,"June 2, 2021",2015,PG-13,"Comedies, Dramas, Independent Movies"
s819,Movie,The Mirror Has Two Faces,United States,"June 2, 2021",1996,PG-13,"Comedies, Dramas, Romantic Movies"
s820,Movie,The Outlaw Josey Wales,United States,"June 2, 2021",1976,PG,"Action & Adventure, Classic Movies"
s821,TV Show,The Platform,United Arab Emirates,"June 2, 2021",2021,TV-14,"International TV Shows, TV Dramas, TV Mysteries"
s822,Movie,The Wedding Guest,United Kingdom,"June 2, 2021",2018,R,"Dramas, Romantic Movies, Thrillers"
s823,Movie,The Wind,United States,"June 2, 2021",2019,R,Horror Movies
s824,Movie,Then Came You,United States,"June 2, 2021",2019,TV-MA,"Comedies, Dramas, Independent Movies"
s825,Movie,Welcome Home,United States,"June 2, 2021",2018,R,Thrillers
s826,TV Show,Dirty John,United States,"May 31, 2021",2020,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries"
s827,Movie,Bo Burnham: Inside,United States,"May 30, 2021",2021,TV-MA,Stand-Up Comedy
s828,Movie,One Lagos Night,,"May 29, 2021",2021,TV-14,"Comedies, International Movies"
s829,Movie,Collateral Beauty,United States,"May 28, 2021",2016,PG-13,Dramas
s830,Movie,Dog Gone Trouble,,"May 28, 2021",2021,TV-Y7,"Children & Family Movies, Comedies"
s831,TV Show,The Kominsky Method,United States,"May 28, 2021",2021,TV-MA,"TV Comedies, TV Dramas"
s832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,,"May 28, 2021",2021,TV-MA,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s833,TV Show,Word of Honor,,"May 28, 2021",2021,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas"
s834,TV Show,Black Space,Israel,"May 27, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s835,Movie,Blue Miracle,United States,"May 27, 2021",2021,TV-PG,"Children & Family Movies, Dramas, Faith & Spirituality"
s836,TV Show,Eden,,"May 27, 2021",2021,TV-PG,"Anime Series, International TV Shows"
s837,Movie,Ghost Lab,Thailand,"May 27, 2021",2021,TV-MA,"Horror Movies, International Movies, Thrillers"
s838,TV Show,Ragnarok,"Norway, Denmark","May 27, 2021",2021,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas"
s839,Movie,Soy Rada: Serendipity,Argentina,"May 27, 2021",2021,TV-MA,Stand-Up Comedy
s840,Movie,The Day I lost My Shadow,"Syria, France, Lebanon, Qatar","May 27, 2021",2018,TV-MA,"Dramas, Independent Movies, International Movies"
s841,Movie,Baggio: The Divine Ponytail,Italy,"May 26, 2021",2021,TV-MA,"Dramas, International Movies, Sports Movies"
s842,Movie,Gatao - The Last Stray,,"May 26, 2021",2021,TV-MA,"Action & Adventure, Dramas, International Movies"
s843,TV Show,High on the Hog: How African American Cuisine Transformed America,,"May 26, 2021",2021,TV-14,Docuseries
s844,TV Show,JoJo's Bizarre Adventure,Japan,"May 26, 2021",2016,TV-MA,"Anime Series, International TV Shows"
s845,Movie,Nail Bomber: Manhunt,,"May 26, 2021",2021,TV-MA,"Documentaries, International Movies"
s846,Movie,A Place in the Stars,,"May 25, 2021",2014,TV-14,"Dramas, International Movies, Thrillers"
s847,Movie,Home,United States,"May 25, 2021",2015,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s848,TV Show,Mad for Each Other,,"May 24, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s849,TV Show,Master of None,United States,"May 23, 2021",2021,TV-MA,"TV Comedies, TV Dramas"
s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,,"May 22, 2021",2020,TV-G,"International Movies, Music & Musicals"
s851,Movie,99 Songs,India,"May 21, 2021",2021,TV-14,"Dramas, International Movies, Music & Musicals"
s852,Movie,99 Songs (Tamil),,"May 21, 2021",2021,TV-14,"Dramas, International Movies, Music & Musicals"
s853,Movie,99 Songs (Telugu),,"May 21, 2021",2021,TV-14,"Dramas, International Movies, Music & Musicals"
s854,Movie,Army of the Dead,United States,"May 21, 2021",2021,R,"Action & Adventure, Horror Movies"
s855,Movie,Creating an Army of the Dead,,"May 21, 2021",2021,TV-MA,Documentaries
s856,TV Show,Jurassic World Camp Cretaceous,United States,"May 21, 2021",2021,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s857,Movie,Strain,,"May 21, 2021",2020,TV-MA,"Dramas, International Movies"
s858,TV Show,The Neighbor,Spain,"May 21, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s859,Movie,678,,"May 20, 2021",2009,TV-14,"Dramas, Independent Movies, International Movies"
s860,Movie,Asmaa,Egypt,"May 20, 2021",2011,TV-14,"Dramas, International Movies"
s861,Movie,Hating Peter Tatchell,Australia,"May 20, 2021",2020,TV-MA,"Documentaries, International Movies, LGBTQ Movies"
s862,Movie,Little Singham Future mein Satakli,,"May 20, 2021",2021,TV-Y7,"Children & Family Movies, Comedies"
s863,TV Show,Special,United States,"May 20, 2021",2021,TV-MA,TV Comedies
s864,Movie,Spy Kids: All the Time in the World,United States,"May 20, 2021",2011,PG,"Children & Family Movies, Comedies"
s865,Movie,Taxi No. 9211,,"May 20, 2021",2006,TV-14,"Dramas, International Movies, Thrillers"
s866,Movie,Sabotage,United States,"May 19, 2021",2014,R,"Action & Adventure, Dramas"
s867,Movie,Small Town Crime,United States,"May 19, 2021",2017,R,Thrillers
s868,Movie,The Last Days,United States,"May 19, 2021",1998,PG-13,Documentaries
s869,TV Show,The Magic School Bus,"Canada, United States","May 19, 2021",1997,TV-Y,Kids' TV
s870,TV Show,Who Killed Sara?,Mexico,"May 19, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s871,Movie,Amy Tan: Unintended Memoir,United States,"May 18, 2021",2021,TV-14,Documentaries
s872,Movie,Sardar Ka Grandson,India,"May 18, 2021",2021,TV-14,"Comedies, Dramas, International Movies"
s873,Movie,Sleight,United States,"May 16, 2021",2016,R,"Dramas, Independent Movies, Sci-Fi & Fantasy"
s874,Movie,Ahaan,India,"May 15, 2021",2021,TV-MA,"Dramas, Independent Movies, International Movies"
s875,TV Show,Booba: Food Puzzle,United Kingdom,"May 15, 2021",2021,TV-Y,Kids' TV
s876,Movie,Love or Money,,"May 15, 2021",2020,TV-MA,"Dramas, International Movies, Romantic Movies"
s877,TV Show,Alma Matters,India,"May 14, 2021",2021,TV-MA,"Docuseries, International TV Shows"
s878,Movie,Cinema Bandi,India,"May 14, 2021",2021,TV-MA,"Comedies, Independent Movies, International Movies"
s879,Movie,Ferry,"Belgium, Netherlands","May 14, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers"
s880,TV Show,Halston,United States,"May 14, 2021",2021,TV-MA,TV Dramas
s881,TV Show,Haunted,"United States, Czech Republic","May 14, 2021",2021,TV-MA,"Reality TV, TV Horror, TV Thrillers"
s882,Movie,I Am All Girls,South Africa,"May 14, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers"
s883,Movie,Jungle Beat: The Movie,Mauritius,"May 14, 2021",2021,TV-Y7,"Children & Family Movies, Comedies"
s884,TV Show,"Love, Death & Robots",United States,"May 14, 2021",2021,TV-MA,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy"
s885,TV Show,Move to Heaven,South Korea,"May 14, 2021",2021,TV-MA,"International TV Shows, TV Dramas"
s886,Movie,Table Manners,"Canada, South Africa","May 14, 2021",2018,TV-MA,"Comedies, Dramas, International Movies"
s887,TV Show,The Mystic River,,"May 14, 2021",2020,TV-14,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy"
s888,Movie,The Strange House,Austria,"May 14, 2021",2020,TV-MA,"Horror Movies, International Movies, Thrillers"
s889,Movie,The Upshaws - The Afterparty,,"May 14, 2021",2021,TV-14,Comedies
s890,Movie,The Woman in the Window,United States,"May 14, 2021",2021,R,"Dramas, Thrillers"
s891,TV Show,Castlevania,United States,"May 13, 2021",2021,TV-MA,"Anime Series, TV Horror, TV Thrillers"
s892,Movie,Layer Cake,United Kingdom,"May 13, 2021",2004,R,"Independent Movies, International Movies, Thrillers"
s893,Movie,Tottaa Pataaka Item Maal,India,"May 13, 2021",2018,TV-MA,"Dramas, Independent Movies, International Movies"
s894,Movie,Wave of Cinema: Filosofi Kopi,,"May 13, 2021",2020,TV-14,"Documentaries, International Movies, Music & Musicals"
s895,Movie,Dance of the Forty One,"Mexico, Brazil","May 12, 2021",2021,TV-MA,"Dramas, Independent Movies, International Movies"
s896,Movie,Oxygen,"France, United States","May 12, 2021",2021,TV-14,"Dramas, International Movies, Thrillers"
s897,TV Show,The Upshaws,United States,"May 12, 2021",2021,TV-14,TV Comedies
s898,TV Show,Use For My Talent,,"May 12, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s899,Movie,Dear Affy,,"May 11, 2021",2020,TV-14,"Comedies, Dramas, International Movies"
s900,Movie,Illegal Woman,Spain,"May 11, 2021",2020,TV-MA,"Dramas, International Movies"
s901,TV Show,"Money, Explained",United States,"May 11, 2021",2021,TV-14,Docuseries
s902,Movie,Deadly Switch,United States,"May 10, 2021",2019,TV-PG,"Independent Movies, Thrillers"
s903,TV Show,Mine,South Korea,"May 9, 2021",2021,TV-14,"International TV Shows, TV Dramas"
s904,Movie,Nayattu,India,"May 9, 2021",2021,TV-MA,"Dramas, International Movies, Thrillers"
s905,Movie,Sleepless,United States,"May 8, 2021",2017,R,Action & Adventure
s906,Movie,Super Me,China,"May 8, 2021",2021,TV-14,"Action & Adventure, Dramas, International Movies"
s907,Movie,Have You Ever Seen Fireflies? - Theatre Play,Turkey,"May 7, 2021",1999,TV-MA,"Dramas, International Movies"
s908,Movie,In Our Mothers' Gardens,United States,"May 7, 2021",2020,TV-MA,Documentaries
s909,TV Show,Jupiter's Legacy,United States,"May 7, 2021",2021,TV-MA,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s910,Movie,Milestone,India,"May 7, 2021",2021,TV-14,"Dramas, Independent Movies, International Movies"
s911,Movie,Monster,United States,"May 7, 2021",2021,TV-MA,Dramas
s912,TV Show,Sab Jholmaal Hai,India,"May 7, 2021",2017,TV-Y7,"Kids' TV, TV Comedies"
s913,Movie,The Circle - The Afterparty,,"May 7, 2021",2021,TV-14,Comedies
s914,Movie,Time to Dance,India,"May 7, 2021",2020,TV-PG,"Dramas, International Movies, Romantic Movies"
s915,Movie,Unrest,"United Kingdom, United States","May 7, 2021",2017,TV-MA,Documentaries
s916,Movie,And Tomorrow the Entire World,"Germany, France","May 6, 2021",2020,TV-MA,"Dramas, International Movies, Thrillers"
s917,Movie,Dead Man Down,United States,"May 6, 2021",2013,R,Action & Adventure
s918,Movie,Framing John DeLorean,United States,"May 5, 2021",2019,TV-MA,"Documentaries, Dramas"
s919,TV Show,Lava Ka Dhaava,India,"May 5, 2021",2021,TV-PG,Reality TV
